course_name,category,software,certificate,teacher,course_level,course_rating,hours_per_week,course_link,price
Гибкий График – Теория + Практика,Аналитика и работа с данными,,Сертификат Stepik,Анастасия Кузнецова,Средний уровень,5,4-5 часов в неделю в течение 2.5 месяцев,https://stepik.org/course/230539?search=7139621035,14900
Введение в соревновательный Data Science,Аналитика и работа с данными,Pandas,Сертификат Stepik,"Александр 🍕 Миленькин, Иван Александров, Вольнов Сергей",Средний уровень,5,10,https://stepik.org/course/108888?search=7139621041,7950
Основы SQL,Аналитика и работа с данными,SQL,Сертификат Stepik,Shultais Education,Начальный уровень,5,4,https://stepik.org/course/51562?search=7139621027,3960
Продвинутый SQL,Аналитика и работа с данными,SQL,Сертификат Stepik,Shultais Education,Средний уровень,4.8,4,https://stepik.org/course/55776?search=7139621029,2920
А/Б-тесты с Глебом Михайловым,Аналитика и работа с данными,,Сертификат Stepik,Глеб Михайлов,Средний уровень,4.8,,https://stepik.org/course/194930?search=7139621034,2485
Полный курс по UI/UX и веб-дизайну в Figma Полякова Алексея,Инструменты и программы для дизайна,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Алексей Поляков,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/212348?search=7139644526,2690
Создание сайтов и заработок на WordPress без знания кода,Инструменты и программы для дизайна,"PHP, WordPress, Figma, Figma, Figma, Figma, Figma, WordPress, Elementor",No,Nikita Iudin,Начальный уровень,5,5 часов в неделю,https://stepik.org/course/179239?search=7139644533,4990
Создание персонажей в Blender с нуля.,Инструменты и программы для дизайна,,No,Илья Хлынин,Начальный уровень,5,,https://stepik.org/course/113656?search=7139644537,5000
VR-разработчик на Unity,Инструменты и программы для дизайна,"Unity, Blender, Blender, Blender, Blender",Сертификат Stepik,Владимир Макушев,Начальный уровень,5,,https://stepik.org/course/197118?search=7139644538,5000
Профессия веб верстальщик. Пакет из 2-х курсов-веб разработке,Инструменты и программы для дизайна,"Go, GitHub, HTML, CSS, Bootstrap, Sass, Figma, Figma, Figma, Figma, Figma",No,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/121498?search=7139644525,4190
Полный курс по UI/UX дизайну мобильных приложений в Figma (2025),Инструменты и программы для дизайна,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Алексей Поляков,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/232766?search=7139644522,2690
Быстрый старт в видеомонтаж и создание графики. Пакет 2х курсов!,Инструменты и программы для дизайна,,No,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/206100?search=7139644529,3390
Веб дизайн в Figma с нуля до результата! Основы UX/UI Web Design,Инструменты и программы для дизайна,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/102520?search=7139644523,2390
